W, C1,C2,C, STD C1, STD C2, STD C, 
0.0,912.2213286601057,31.407908063891874,31.407908063891874,230.86943674783643,83.68290255057214,83.68290255057214,
0.1,456.9625036126498,366.4392937179489,375.491614707419,129.77378747872655,65.6071774310143,66.59766723926136,
0.2,409.3859448361576,374.02473843549546,381.0969797156278,112.45157443534072,76.68780939680741,76.87220049061682,
0.30000000000000004,401.42438936562826,377.52408459399754,384.69417602548646,92.42908669897443,76.5233849581601,69.20560622878673,
0.4,386.3531610286146,386.37857019034885,386.3684065256553,90.50379282625904,80.1580844047865,70.91556438522991,
0.5,381.83299379468224,389.0648018088301,385.4488978017562,88.90364034939802,80.70822071611414,69.97003599795703,
0.6,371.7944789416425,404.80904964505083,385.0003072230057,85.9836843200638,86.29683080710551,74.69833890516918,
0.7,379.0618362810556,457.9116379356424,402.71677677743156,91.37853674023792,98.70035930984777,82.74465020092883,
0.7999999999999999,360.6561778686084,466.1980981269431,381.76456192027507,82.1576447536235,106.56530085243412,79.15631210930727,
0.8999999999999999,348.2846241725031,522.256924381303,365.68185419338283,87.88070340483837,112.84650064850474,84.03440187104862,
0.9999999999999999,351.990616950353,640.0153731762731,351.99061695035306,91.65103448412225,101.96475194912666,91.65103448412223,
